,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,pred_num_pix,pred_sum_pix,true_num_pix,true_sum_pix,ke,true_ke
99,37,37,0.764984130859375,True,False,False,[],[],22,9.495771,-1,-1,11.735825,-1
100,38,30,0.764984130859375,True,True,False,[],[],46,20.883507,-1,-1,25.809927,-1
101,38,32,1.3250178108059933,True,True,False,[],[],25,25.184752,-1,-1,31.125835,-1
102,39,55,0.7649993896484375,True,False,False,[],[],52,30.781645,-1,-1,38.043037,-1
103,39,57,0.76495361328125,True,False,False,[],[],13,9.864122,-1,-1,12.19107,-1
104,39,59,1.0818833016949811,True,False,False,[],[],49,23.5332,-1,-1,29.084682,-1
105,39,61,0.764984130859375,True,True,False,[],[],56,34.53634,-1,-1,42.683464,-1
106,40,34,0.7650146484375,True,False,False,[],[],45,21.37196,-1,-1,26.413607,-1
107,40,52,0.764984130859375,True,False,False,[],[],69,39.430077,-1,-1,48.731632,-1
108,40,54,0.764984130859375,True,True,False,[],[],25,22.485603,-1,-1,27.789959,-1
109,41,47,0.764984130859375,True,False,False,[],[],50,20.14369,-1,-1,24.895588,-1
110,41,49,17.908176575437267,False,True,False,[],[],12,10.951833,-1,-1,13.535371,-1
111,41,53,2.1637450240959204,False,False,False,[],[],30,26.602884,-1,-1,32.878506,-1
112,41,55,0.7650146484375,True,False,False,[],[],25,15.440534,-1,-1,19.082956,-1
